"uri","id","prefLabel","top","depth","broader","definition","scopeNote"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_BQSVJ5F6KJ-D","15","Nocturnal","Trait",3,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_5MGWBV5LLJ-S","Individuals are active only during the night (Moretti et al (2016))","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_X2GCLXVSSN-V","77","Passive_dispersal","Trait",3,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_SPTKL10744-K","Passive attempt to move from a natal breeding site to another breeding site.","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_MNJ16LRPS4-6","42","Passive_flight_strategy","Trait",3,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_8V4Q2GBSND-6","Properties/skills of an organism which allow it to fly only using a current of air.","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_BPSLXXH5NF-K","119","Pronotum_dimension","Trait",3,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_NG9MPNSCK6-5","The dimension of insect pronotum",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_X5NTHNXK54-0","206","Protection","Trait",3,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_RT61KBNTN7-N",,
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_05T590TQPV-N","21","Protection_against_climatic_adversity","Trait",3,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_HV551N19QV-G","Self protection against climatic adversity",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_BXVLC6N4RT-S","81","Reproduction_behaviour","Trait",3,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_RX3419BMKH-X","Behaviour linked to reproduction strategies",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4P9FKPVLBS-8","124","Respiratory_organ_type","Trait",3,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_QJ29MPQ0PB-B","A collection of tissues joined in structural unit to the intake of oxygen and giving off of carbon dioxide which shares similar characteristics and forms a smaller division of a larger set (Maggenti and Maggenti, 2005)","categorical"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_09XHCS1JLP-J","145","Sensitivity","Trait",3,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_RT61KBNTN7-N","The ways an individual perceive its environment",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_CB0NPLLRW0-F","5","Sexual_reproduction","Trait",3,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4N63TTQPKM-S","A mode of reproduction by which offspring arise from combining the genetic material of two organisms (http://en.wikipedia.org/wiki/Sexual_reproduction)","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_PX3F68C2DH-W","219","Swarming_period","Trait",3,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_1F6V6DFNQ2-0","The most suitable period of the year for swarming","Interval"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_90QC0B1PBX-4","217","Univoltine","Trait",3,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_CNDGRF38H1-V","Organisms having one brood or generation per year (wikipedia)","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_PDCJ801B69-R","41","Walking_strategy","Trait",3,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_8V4Q2GBSND-6","Ability to walk.","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_M4GN4G3V67-6","139","Absent","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_JCCQMR2LPQ-5","No mouthpart","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_7DWC25G582-6","159","Antenna","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_09XHCS1JLP-J","A movable sensory appendage of various arthropods (Maggenti and Maggenti, 2005)",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_5TP5GK0J9W-9","9","Arrhenotokous","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_27M409K4X4-J","Form of parthenogenesis in which unfertilized eggs develop into males (Normark, B. B. (2003). 'The evolution of alternative genetic systems in insects'. Annual Review of Entomology 48: 397-423)","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_161616XDL6-F","104","Body_diameter","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_GFJTRWRRFV-K","For cylindrical or elongated organisms, the maximum dimension of a transverse section of the body","mm"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_M0S54L96MX-3","107","Body_length","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_GFJTRWRRFV-K","The known longest dimension of the physical structure of organisms (Maggenti and Maggenti, 2005)","mm"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_WKJ49X87RX-7","101","Body_width","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_GFJTRWRRFV-K","The second known longest dimension of the physical structure of organisms (Maggenti and Maggenti, 2005)","mm"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_5M08DMDPQS-9","36","Camouflage_strategies","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_TBQNV442GV-T","All behaviours or physiological properties, which allow an animal to be confused with its environment","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_5VTFGDDNCR-Z","141","Chewing","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_JCCQMR2LPQ-5","Appendage adapted to chew the resource","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_K10J1BGFRG-7","38","Conglobation","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_TBQNV442GV-T","Ability to roll up into a ball","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_80KV303RLJ-3","111","Cylindrical-body","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_LJ80VTCMHP-B","The geometrical description of the part of  space occupied by the physical structure of the organism is shaped like a cylinder, i.e. a figure with round ends and long straight sides. (Oxford Advanced Learner's Dictionnary, 2003)","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_M0J0SMMS8J-0","79","Density_dependent_dispersal","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_XTN29C638J-H","Dispersal in response to intraspecific density. (Clobert et al. 2001)","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_VQDS5QP3DM-0","125","Dermis","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4P9FKPVLBS-8",,"attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_PKJ7WJ4V96-M","53","Detritivorous","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_SXNGLS2V5F-K","Species feeding on dead and decaying organic matter, including leaf litter, dead roots, dead wood, dung, and carrion (scavengers) (Moretti et al (2016) (SupplMat, p15-16))","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_2VH82WDR7N-S","8","Deuterotokous","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_27M409K4X4-J","Parthenogenesis in which both males and females are produced","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_VKBGVL6DJQ-X","95","Dry_body_weight","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_R8P6X98NP9-5","The force due to gravity of the physical structure of an organism discarded of its water","mg"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_7H6T568N46-0","132","Earthworm_gizzard","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_55XSH02PRM-9","Characteristics of earthworm gizzard",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_PDWGMDW6CD-T","129","Earthworm_thyphlosole","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_55XSH02PRM-9","Characteristics of earthworm typhlosole",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_1DH19WWDB8-J","29","Ecomorphosis","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_05T590TQPV-N","Is characterized by a number of morphological changes and cessation of feeding, and is an adaptation to extreme climatic conditions (Hopkin, 2007)","categorical"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_JMMKDN8WR3-X","117","Egg_dry_mass","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_W8VD79HBRC-B","Physical measurement of the egg can be expressed by mass. The number of eggs necessary to get a reliable estimate of egg mass depends strongly on the weight of the eggs. With individual egg dry weight in the range of 3-5 µg, we recommend to pool at least 20 eggs. For larger eggs one can obtain individual dry weight measurement (Moretti et al (2016) (SupplMat, p28-30))","µg"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_GQMMWPV278-F","118","Egg_volume","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_W8VD79HBRC-B","Physical measurement of the egg can be expressed by volume. To get a reliable estimate of egg volume, at least 5-10 randomly chosen eggs should be collected per clutch or per female. Eggs can best be photographed using a digital camera connected to a stereomicroscope, as direct measurement with an ocular micrometer is less precise. For spherical eggs it suffices to measure the diameter (d) of the egg and calculate volume according to the equation V = (pid3)/6. When eggs are of an ellipsoid shape, volume can often be approximated as two joint cones according to the equation V = 2/3pi*(L/2)*((w/2)2), where L is egg length and w is egg width (Moretti et al (2016) (SupplMat, p28-30))","µm3"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_1JL498XC32-R","92","Fresh_body_weight","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_R8P6X98NP9-5","The force due to gravity of the physical structure of an organism with its water","mg"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_J820B5QRMW-W","58","Geophagous","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_SXNGLS2V5F-K","Organism which consumes soil (Sims and Gerard, 1999)","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_PR99MD8KJR-R","48","Hunting_strategy","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_GK8ML14J9C-P","Organism which hunt actively","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_6T2T2MLNF5-F","207","Integument","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_X5NTHNXK54-0",,"categorical"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_JNDCTVSKWR-S","198","Leg","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4STNXQ3CSR-G","Weight bearing and locomotive structure. (Wikipedia)",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_64G9BRVLQ7-B","127","Lung","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4P9FKPVLBS-8",,"attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_R71M6DSQHM-K","86","Mating_strategy","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_BXVLC6N4RT-S","The way to find a reproductive partner","Categorical"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_GW6K9DCXL7-D","17","Matutinal","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_400FRGGDP3-8","Crepuscular species active only during dawn (Moretti et al (2016))","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_607HKM5L4D-W","122","Maximum_depth_of_the_pronotum","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_BPSLXXH5NF-K","The maximum depth (vaulting) of the pronotum, measured from side (Ribera et al. 2001)","mm"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_LQXGRV857Q-S","99","Maximum_width_of_the_head","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_03L3BRRC0F-H","The maximum width of the head (Hedde, M., et al. (2015))","mm"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_7F9LTMKMTX-T","121","Maximum_width_of_the_pronotum","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_BPSLXXH5NF-K","The maximum width of the pronotum, measured from above (Ribera et al. 2001)","mm"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_5JC1WG7LRX-M","59","Microbivore-microphytophagous","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_SXNGLS2V5F-K","Organism which consumes live microorganism (Moretti et al (2016) (SupplMat, p15-16))","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_85W5V9KLL8-Q","37","Mimicry","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_TBQNV442GV-T","All behaviours or physiological properties which allow animal to look like something else","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_MG1TXBH0GT-P","22","Overwintering_life_cycle_stadium","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_05T590TQPV-N","The stadium of its life cycle at which organisms pass through or wait out the winter season (Luff ML (1973))","categorical"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_CC9MJ3QJQ9-S","32","Overwintering_strategy","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_05T590TQPV-N","The way organisms pass through or wait out the winter season (J.S. Bale, S.A.L. Hayward (2010))","categorical"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_BQTFH37R9Q-X","115","Ovoid-body","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_LJ80VTCMHP-B","The geometrical description of the part of  space occupied by the physical structure of the organism is shaped like an egg. (Oxford Advanced Learner's Dictionary, 2003)","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_JWL1M89F7H-W","82","Parental_care","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_BXVLC6N4RT-S","Promoting and/or supportting the offspring integrity during a limited time","categorical"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_84X5CXDXLL-P","64","Phytophage","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_SXNGLS2V5F-K","Species feeding on live plant","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_87FV5R6XJN-8","142","Piercing-sucking","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_JCCQMR2LPQ-5","Appendage adapted to pierce and suck the resource","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_S344TWBLDL-F","120","Pronotum_length","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_BPSLXXH5NF-K","Length of the pronotum in the medial line (Ribera et al. 2001)","mm"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_656DC2RWMD-7","146","Receptor_type","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_09XHCS1JLP-J","A structure specialized for receiving a particular kind of stimulus which shares similar characteristics and forms a smaller division of a larger set (Maggenti and Maggenti, 2005)",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_WP6V0FMBTR-7","177","Saltatory_apparatus","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4STNXQ3CSR-G","A collection of tissues joined in structural unit which confer a form of locomotion or movement in which an organism mechanical system propels itself through the air along a ballistic trajectory (wikipedia)",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_BVNG1FL10C-M","210","Scales","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_X5NTHNXK54-0","Small plates of cuticle present on the body and appendages of some species of Collembola (Hopkins, 2007)","categorical"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_5W9BLK18P2-X","114","Spherical-body","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_LJ80VTCMHP-B","The geometrical description of the part of  space occupied by the physical structure of the organism is shaped like a figure that is completly round, with every points on its surface at an equal distance from the centre. (Oxford Advanced Learner's Dictionary, 2003)","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_Q8NG8Q29TR-W","143","Sucking","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_JCCQMR2LPQ-5","Appendage adapted to suck the resource","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_XPL6BL3JLT-3","140","Swallowing","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_JCCQMR2LPQ-5","Appendage adapted to make food or liquid directly go down the throat into the digestive system. Oxford Advanced Learner's Dictionary, 2003","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_PTD7PPXQVR-2","7","Thelytokous","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_27M409K4X4-J","Type of parthenogenesis in which females are produced from unfertilized eggs (White, Michael J.D. (1984). 'Chromosomal Mechanisms in Animal Reproduction'. Bolletino di zoologia 51(1-2): 1-23.)","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_R91W222JL5-6","126","Trachea","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4P9FKPVLBS-8",,"attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_PNLS8QBDLW-H","51","Trap_strategy","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_GK8ML14J9C-P","Organism which hunts by sitting and waiting","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_RTSSXH7D76-M","18","Vespertine","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_400FRGGDP3-8","Crepuscular species active only during dusk (Moretti et al (2016))","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_WGCMLHHKDM-F","167","Visual","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_09XHCS1JLP-J",,
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4XJCV4GCBT-Q","185","Wing","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4STNXQ3CSR-G","Characteristics of wings",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_BQJJH3TMTW-1","75","Zoophage","Trait",4,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_SXNGLS2V5F-K","Species feeding on animal matter. This category includes constituent guilds such as the true predators and species having a parasitic life style (parasites and parasitoids)","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_LTV7H5K22K-G","63","Algophagous","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_5JC1WG7LRX-M","Organism which consumes live algae (Moretti et al (2016) (SupplMat, p15-16))","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_25HMNJL3R5-B","163","Antenna_categorical_length","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_7DWC25G582-6","The categorical length of a movable sensory appendage of various arthropods","categorical"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_CPF2830N4V-G","161","Antenna_length","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_7DWC25G582-6","The length of the stretched out antenna (Ribera et al. 2001)","mm"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_7F706J7RW9-V","160","Antenna_shape","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_7DWC25G582-6","Geometrical description of the part of that space occupied by a movable sensory appendage of various arthropods (Maggenti and Maggenti, 2005 and Wikipedia)","categorical"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_45LTKJNKPX-N","162","Antenna_surface","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_7DWC25G582-6","A two-dimensional topological manifold of a movable sensory appendage of various arthropods (Maggenti and Maggenti, 2005 and Wikipedia)","mm2"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_S0DHG9F0QR-F","200","Article_dimension","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_JNDCTVSKWR-S","the dimension (length, diameter or width) of a leg article",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_QQSWSVGW5W-C","61","Bacterivore","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_5JC1WG7LRX-M","Organism which consumes live bacteria (Moretti et al (2016) (SupplMat, p15-16))","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_333DQD67NK-6","70","Bryophagous","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_84X5CXDXLL-P","Species feeding on moss (Moretti et al (2016) (SupplMat, p15-16))","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_C6S0J0B2D1-M","85","Carrying_eggs_strategy","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_JWL1M89F7H-W","The fact that individuals take care of their offspring eggs","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_J9JP6BXRQN-G","87","Chemical_strategies","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_R71M6DSQHM-K","The act of producing chemicals subtances to find a reproductive partner","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_784344KVJK-D","151","Chemoreceptor","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_656DC2RWMD-7","A sensory nerve ending that transduces a chemical signal into an action potential (http://en.wikipedia.org/wiki/Chemoreceptor)",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_7CX2S05W4R-8","170","Collembola_maxnumber_visualorgan_class","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_WGCMLHHKDM-F","Classes of the maximal number of organs dedicated to vision","categorical"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_MP9RP9JXTX-B","56","Coprophagous","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_PKJ7WJ4V96-M","Organism which consumes faeces","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_F64GQFL96T-W","197","Costal_radial_nervure_angle","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4XJCV4GCBT-Q","The angle between the coastal and the radial nervures of the wing","degree"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_FC90PB1XBL-8","191","Costal_wing_nervure_length","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4XJCV4GCBT-Q","The length of the costal nervure of the wing (Hedde, M., et al. (2015))","mm"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_5MRCVHTCMJ-B","208","Cuticle_sclerotization","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_6T2T2MLNF5-F","Hardening by deposition of sclerotin or other substances in the external covering of the physical structure of organisms","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_88PRDKQB19-G","30","Ecomorphosis_absence","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_1DH19WWDB8-J","Unability to do ecomorphosis","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_K5TK0RBM5Q-H","31","Ecomorphosis_presence","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_1DH19WWDB8-J","Ability to do ecomorphosis","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_FXTMWHL2BS-C","196","Elytra_length","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4XJCV4GCBT-Q","Length of the elytra, from the medial ridge of the scutellum to the apex",
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_FDTH78PBK1-H","168","Eye_diameter","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_WGCMLHHKDM-F","Diameter of the eye, measured from above or from side depending on head morphology (Ribera et al. (2001))","mm"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_C52CC1NHV8-J","84","Feeding_strategy","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_JWL1M89F7H-W","The fact that individuals feed their offspring","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_WT99S4W2LT-M","105","Female_body_diameter","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_161616XDL6-F","When sexual dimorphism exists within a species, it refers to the diameter of females (Gunnarsson, B. (1988))","mm"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4S4992V7GR-1","108","Female_body_length","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_M0S54L96MX-3","When sexual dimorphism exists within a species, it refers to the body length of females (Gunnarsson, B. (1988).)","mm"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_5TMKS86N1D-M","102","Female_body_width","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_WKJ49X87RX-7","When sexual dimorphism exists within a species, it refers to the body width of females","mm"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_N4SR9517HH-H","96","Female_dry_body_weight","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_VKBGVL6DJQ-X","When sexual dimorphism exists within a species, it refers to the dry body weight of females","mg"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_1CMNBV9HLX-M","94","Female_fresh_body_weight","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_1JL498XC32-R","When sexual dimorphism exists within a species, it refers to the fresh body weight of females","mg"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_85P937DD5D-9","33","Freeze_avoidance","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_CC9MJ3QJQ9-S","Organisms producing antigel proteins and/or cryoprotector to lower the gel temperature","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_S0501H5B40-H","34","Freeze_tolerance","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_CC9MJ3QJQ9-S","Organisms tolerating the formation of ice in corporal water","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_THS4SNHFKL-T","67","Fructivore_carpophagous","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_84X5CXDXLL-P","Species feeding on fruits (Moretti et al (2016) (SupplMat, p15-16))","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_1V4F2RW93C-3","60","Fungivorous","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_5JC1WG7LRX-M","Organism which consumes live or dead fungi","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_82HC1CLTMQ-F","178","Furcula_length","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_WP6V0FMBTR-7","The size, from one end to the other for Collembola, of the collection of tissues joined in structural unit which confer a form of locomotion or movement in which an organism mechanical system propels itself through the air along a ballistic trajectory (Wikipedia)","categorical"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_FNBC2WQPKK-G","134","Gizzard_extension","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_7H6T568N46-0","Number of segment over which gizzards are present","unitless"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_XWM672N9B4-D","133","Gizzard_number","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_7H6T568N46-0","Number of gizzards","unitless"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_7D1M719F8C-N","73","Granivorous","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_84X5CXDXLL-P","Species feeding on seeds (Moretti et al (2016) (SupplMat, p15-16))","attribute"
"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_T026LTBBJG-9","186","Hind_wing_length","Trait",5,"https://ark.cefe.cnrs.fr/ark:/66666/TSITA_4XJCV4GCBT-Q","The legth of the second, posterior, or metathoracic wing of an insect","mm"
